product_id,category,days_in_stock,weekly_sales_30d,stock_qty,discounts_tried,season_match,price_reductions,sales_velocity,stock_sales_ratio,aging_risk,discount_fail,low_demand,dead_stock_risk,label,days_to_dead,unit_price,locked_capital
P0095,Vitamin,3,14,105,0,0.662527296778075,2,3.5,30.0,0,0,0,0.3,0,365.0,150.17197416041145,15768.057286843203
P0096,Generic,8,15,97,1,0.575170839744372,4,3.75,25.866666666666667,0,0,0,0.3,0,365.0,383.4471445015354,37194.37301664893
P0097,Antibiotic,55,22,92,1,0.9584295194512022,1,5.5,16.727272727272727,0,0,0,0.3,0,365.0,241.45554921408743,22213.910527696044
P0098,Antibiotic,113,18,106,0,0.692747306070844,1,4.5,23.555555555555557,1,0,0,0.7,1,-30.269904616157994,221.65917801157346,23495.872869226787
P0099,Cough Syrup,2,15,109,1,0.7862494337494514,5,3.75,29.066666666666666,0,0,0,0.3,0,365.0,76.7387530788304,8364.524085592513
P0100,Painkiller,79,13,108,0,1.430237628599775,1,3.25,33.23076923076923,0,0,0,0.3,0,365.0,367.6602770228406,39707.30991846679
P0101,Cough Syrup,25,17,99,0,0.4867867695232875,0,4.25,23.294117647058822,0,0,0,0.3,0,365.0,128.9087421334819,12761.965471214708
P0102,Painkiller,39,15,104,2,0.7661487921537626,2,3.75,27.733333333333334,0,0,0,0.3,0,365.0,258.34692568586587,26868.08027133005
P0103,Antibiotic,158,15,104,1,0.6084982086225381,1,3.75,27.733333333333334,1,0,0,0.7,1,-77.10786800972038,113.58865137623812,11813.219743128764
P0104,Cough Syrup,24,11,102,1,0.9589991788293026,5,2.75,37.09090909090909,0,0,0,0.3,0,365.0,322.0150181594012,32845.53185225892
P0105,Generic,37,12,102,1,1.1836034718559731,2,3.0,34.0,0,0,0,0.3,0,365.0,153.9775556237616,15705.710673623682
P0106,Vitamin,0,18,96,1,1.2803854481014378,5,4.5,21.333333333333332,0,0,0,0.3,0,365.0,317.4784388740711,30477.930131910827
P0107,Painkiller,5,12,109,2,0.9183560334208387,4,3.0,36.333333333333336,0,0,0,0.3,0,365.0,475.9771011721955,51881.50402776931
P0108,Vitamin,17,18,126,2,1.325899909832331,2,4.5,28.0,0,0,0,0.3,0,365.0,464.4133251725992,58516.0789717475
P0109,Vitamin,1,14,107,0,1.2420906094527808,1,3.5,30.571428571428573,0,0,0,0.3,0,365.0,140.20896159904913,15002.358891098258
P0110,Cough Syrup,59,17,100,1,0.48840487372048613,2,4.25,23.529411764705884,0,0,0,0.3,0,365.0,94.6335242571405,9463.352425714049
P0111,Vitamin,33,19,94,1,0.5945145108239942,2,4.75,19.789473684210527,0,0,0,0.3,0,365.0,69.19749605100509,6504.564628794478
P0112,Generic,47,12,101,2,1.106064634000105,4,3.0,33.666666666666664,0,0,0,0.3,0,365.0,422.8270788544642,42705.53496430089
P0113,Vitamin,11,10,79,1,1.4697528236887296,1,2.5,31.6,0,0,0,0.3,0,365.0,162.18841201673342,12812.88454932194
P0114,Cough Syrup,21,13,121,1,0.7513556407200002,0,3.25,37.23076923076923,0,0,0,0.3,0,365.0,177.771813960141,21510.38948917706
P0115,Generic,65,17,101,3,0.5757694087736889,4,4.25,23.764705882352942,0,1,0,0.5,0,365.0,151.8103752569895,15332.847900955938
P0116,Antibiotic,201,18,97,0,1.3429553211546947,1,4.5,21.555555555555557,1,0,0,0.7,1,-96.09953430437024,428.0377798498829,41519.66464543864
P0117,Vitamin,3,12,107,1,0.539534351451459,4,3.0,35.666666666666664,0,0,0,0.3,0,365.0,490.50589793283604,52484.13107881346
P0118,Cough Syrup,132,14,106,2,1.136889928859834,1,3.5,30.285714285714285,1,0,0,0.7,1,-45.49000168451864,389.8339929185159,41322.40324936269
P0119,Antibiotic,51,18,107,2,0.34109888442703745,5,4.5,23.77777777777778,0,0,0,0.3,0,365.0,420.6100372111356,45005.273981591505
P0120,Antibiotic,49,16,89,3,0.32277661811748437,1,4.0,22.25,0,1,0,0.5,0,365.0,329.22520723370195,29301.043443799474
P0121,Painkiller,41,14,114,0,0.8418800567329976,1,3.5,32.57142857142857,0,0,0,0.3,0,365.0,287.9487087784154,32826.15280073935
P0122,Generic,4,15,110,0,1.0878481530598838,0,3.75,29.333333333333332,0,0,0,0.3,0,365.0,374.71010215573176,41218.11123713049
P0123,Vitamin,5,15,99,1,0.47092134475052205,1,3.75,26.4,0,0,0,0.3,0,365.0,66.09329546279915,6543.236250817115
P0124,Cough Syrup,55,23,102,0,1.2166589436018453,4,5.75,17.73913043478261,0,0,0,0.3,0,365.0,77.63023652152852,7918.284125195909
P0125,Painkiller,25,23,98,3,0.45448377889436586,3,5.75,17.043478260869566,0,1,0,0.5,0,365.0,359.27306985928266,35208.7608462097
P0126,Generic,149,12,99,0,0.9404493694460097,3,3.0,33.0,1,0,0,0.7,1,-50.98862466817053,200.78148406417614,19877.366922353438
P0127,Painkiller,31,20,91,5,0.6699590307324965,2,5.0,18.2,0,1,0,0.5,0,365.0,269.9754604017236,24567.766896556845
P0128,Generic,9,18,107,0,1.2027039321398463,3,4.5,23.77777777777778,0,0,0,0.3,0,365.0,401.8966536469595,43002.94194022467
P0129,Generic,75,12,109,1,1.2649401042766608,2,3.0,36.333333333333336,0,0,0,0.3,0,365.0,309.72105878312027,33759.59540736011
P0130,Vitamin,20,10,117,0,0.3793094874749653,1,2.5,46.8,0,0,0,0.3,0,365.0,412.367843598376,48247.03770100999
P0131,Generic,44,12,94,1,0.5311254831689579,5,3.0,31.333333333333332,0,0,0,0.3,0,365.0,238.61985897678957,22430.26674381822
P0132,Painkiller,71,17,90,1,1.3711729314832746,1,4.25,21.176470588235293,0,0,0,0.3,0,365.0,179.34050883719513,16140.645795347562
P0133,Generic,138,16,113,2,0.7987354039210401,1,4.0,28.25,1,0,0,0.7,1,-56.93968670229395,155.67660899774094,17591.456816744725
P0134,Vitamin,94,19,97,1,0.8720830384476546,1,4.75,20.42105263157895,1,0,0,0.7,1,-11.266608229773095,109.2564279829387,10597.873514345054
P0135,Vitamin,67,17,112,5,0.5016286099950797,0,4.25,26.352941176470587,0,1,0,0.5,0,365.0,66.55843502328126,7454.544722607501
P0136,Painkiller,68,16,115,0,1.4938737558011914,2,4.0,28.75,0,0,0,0.3,0,365.0,73.91705705753206,8500.461561616186
P0137,Antibiotic,175,18,101,1,1.407657219407191,6,4.5,22.444444444444443,1,0,0,0.7,1,-87.91669437032928,171.94947220976638,17366.896693186405
P0138,Antibiotic,21,13,92,1,0.3024296051786924,2,3.25,28.307692307692307,0,0,0,0.3,0,365.0,175.2856674550565,16126.281405865198
P0139,Generic,0,17,98,0,0.960881619189462,2,4.25,23.058823529411764,0,0,0,0.3,0,365.0,221.80303806494481,21736.69773036459
P0140,Cough Syrup,19,14,100,1,1.3467208603237855,2,3.5,28.571428571428573,0,0,0,0.3,0,365.0,316.2278170577775,31622.78170577775
P0141,Generic,14,14,98,2,0.8166403274807521,2,3.5,28.0,0,0,0,0.3,0,365.0,391.68479080942734,38385.10949932388
P0142,Painkiller,65,13,98,0,0.8241771102920219,5,3.25,30.153846153846153,0,0,0,0.3,0,365.0,138.96725362644077,13618.790855391195
P0143,Painkiller,60,17,113,1,0.7552165880715471,0,4.25,26.58823529411765,0,0,0,0.3,0,365.0,391.66167946954516,44257.7697800586
P0144,Painkiller,54,9,103,0,0.33459400218638813,1,2.25,45.77777777777778,0,0,0,0.3,0,365.0,112.54528750611549,11592.164613129895
P0145,Painkiller,0,20,107,1,1.2483400030244434,2,5.0,21.4,0,0,0,0.3,0,365.0,494.9121293104429,52955.597836217385
P0146,Painkiller,78,19,87,0,0.8481422440693136,3,4.75,18.31578947368421,0,0,0,0.3,0,365.0,178.26520238717603,15509.072607684315
P0147,Vitamin,23,15,83,0,0.9372787660844708,1,3.75,22.133333333333333,0,0,0,0.3,0,365.0,426.8007566168672,35424.46279919998
P0148,Antibiotic,65,14,80,2,0.6068221401679661,1,3.5,22.857142857142858,0,0,0,0.3,0,365.0,135.709622550119,10856.76980400952
P0149,Painkiller,48,12,104,1,1.2409421904801834,3,3.0,34.666666666666664,0,0,0,0.3,0,365.0,477.7892511967655,49690.08212446362
P0150,Cough Syrup,25,15,96,0,1.2524982560453377,4,3.75,25.6,0,0,0,0.3,0,365.0,421.98205334549533,40510.27712116755
P0151,Cough Syrup,8,19,98,0,0.9635049802221112,1,4.75,20.63157894736842,0,0,0,0.3,0,365.0,211.72516724616537,20749.066390124208
P0152,Cough Syrup,5,18,115,1,1.3855535109601966,3,4.5,25.555555555555557,0,0,0,0.3,0,365.0,239.66227674268453,27561.16182540872
P0153,Cough Syrup,106,8,111,1,0.43906107687197027,2,2.0,55.5,1,0,0,0.7,1,-13.471892194206987,51.72709708533924,5741.7077764726555
P0154,Vitamin,150,17,108,2,1.2439519975723192,0,4.25,25.41176470588235,1,0,0,0.7,1,-58.57273915387009,163.14450994083464,17619.60707361014
P0155,Cough Syrup,62,20,100,1,0.9703009707847974,2,5.0,20.0,0,0,0,0.3,0,365.0,180.1834051783782,18018.34051783782
P0156,Painkiller,6,16,111,0,0.5772158004437391,2,4.0,27.75,0,0,0,0.3,0,365.0,253.7324145319678,28164.298013048425
P0157,Generic,30,15,98,0,0.4587645391822739,1,3.75,26.133333333333333,0,0,0,0.3,0,365.0,112.57241629782501,11032.096797186852
P0158,Cough Syrup,78,21,95,1,0.6612084483874059,1,5.25,18.095238095238095,0,0,0,0.3,0,365.0,265.4450996550122,25217.28446722616
P0159,Vitamin,90,14,91,0,1.3275791017217424,3,3.5,26.0,0,0,0,0.3,0,365.0,350.81081843866343,31923.784477918372
P0160,Vitamin,7,12,104,1,1.2451432196113632,1,3.0,34.666666666666664,0,0,0,0.3,0,365.0,217.0770341644933,22576.011553107306
P0161,Cough Syrup,0,13,100,2,1.074158910981648,2,3.25,30.76923076923077,0,0,0,0.3,0,365.0,154.48787400448668,15448.78740044867
P0162,Generic,74,15,88,0,0.4083924093404129,3,3.75,23.466666666666665,0,0,0,0.3,0,365.0,296.47241912925267,26089.572883374236
P0163,Cough Syrup,26,17,94,1,1.4457967676919645,2,4.25,22.11764705882353,0,0,0,0.3,0,365.0,63.05175633212465,5926.865095219717
P0164,Vitamin,17,16,109,0,0.6665281588504886,0,4.0,27.25,0,0,0,0.3,0,365.0,203.37685284940162,22168.076960584774
P0165,Antibiotic,0,11,104,1,1.0283999800140702,3,2.75,37.81818181818182,0,0,0,0.3,0,365.0,287.41560930860635,29891.22336809506
P0166,Painkiller,46,12,126,0,1.2637222449665209,1,3.0,42.0,0,0,0,0.3,0,365.0,201.12926728933508,25342.287678456218
P0167,Vitamin,114,11,107,1,0.4594270013505096,1,2.75,38.90909090909091,1,0,0,0.7,1,-50.883902301645534,205.44414174388749,21982.52316659596
P0168,Cough Syrup,189,10,100,0,1.0826360907070476,1,2.5,40.0,1,0,0,0.7,1,-108.80892318511208,431.7334981867415,43173.34981867415
P0169,Painkiller,50,18,97,1,0.33875519604505505,2,4.5,21.555555555555557,0,0,0,0.3,0,365.0,470.296304237824,45618.74151106893
P0170,Cough Syrup,43,15,100,1,0.42214717380520933,1,3.75,26.666666666666668,0,0,0,0.3,0,365.0,422.3266913068964,42232.66913068964
P0171,Cough Syrup,5,16,91,0,1.1677723613125703,0,4.0,22.75,0,0,0,0.3,0,365.0,94.49035253532014,8598.622080714133
P0172,Antibiotic,47,15,88,0,0.48609858668735295,3,3.75,23.466666666666665,0,0,0,0.3,0,365.0,180.38409997144834,15873.800797487453
P0173,Painkiller,28,22,94,0,0.8322080679664539,0,5.5,17.09090909090909,0,0,0,0.3,0,365.0,370.08246501124916,34787.75171105742
P0174,Painkiller,56,16,91,0,0.5979990609328429,3,4.0,22.75,0,0,0,0.3,0,365.0,488.4767577511962,44451.38495535885
P0175,Antibiotic,29,23,109,2,0.8054754104039306,1,5.75,18.956521739130434,0,0,0,0.3,0,365.0,159.02669681153628,17333.909952457456
P0176,Vitamin,16,12,95,2,0.3926642883497651,2,3.0,31.666666666666668,0,0,0,0.3,0,365.0,454.19471559018524,43148.4979810676
P0177,Cough Syrup,5,14,113,1,1.2058806528491872,1,3.5,32.285714285714285,0,0,0,0.3,0,365.0,382.55674422338063,43228.91209724201
P0178,Generic,22,19,119,0,0.3948494128729373,2,4.75,25.05263157894737,0,0,0,0.3,0,365.0,492.5526648707895,58613.76711962395
P0179,Cough Syrup,6,17,95,2,1.305497396832564,2,4.25,22.352941176470587,0,0,0,0.3,0,365.0,92.11346678378034,8750.779344459132
P0180,Cough Syrup,11,12,113,1,1.0951306370034735,4,3.0,37.666666666666664,0,0,0,0.3,0,365.0,227.6355866868668,25722.821295615948
P0181,Vitamin,262,18,97,0,0.7999026907971398,2,4.5,21.555555555555557,1,0,0,0.7,1,-173.99128145745112,265.1517510505252,25719.719851900943
P0182,Cough Syrup,35,11,117,1,1.3397838521645902,4,2.75,42.54545454545455,0,0,0,0.3,0,365.0,352.4371813600602,41235.15021912704
P0183,Antibiotic,45,12,92,1,0.5233575344115942,0,3.0,30.666666666666668,0,0,0,0.3,0,365.0,344.28741632380803,31674.44230179034
P0184,Antibiotic,124,15,91,1,0.6174770728977905,1,3.75,24.266666666666666,1,0,0,0.7,1,-17.997714616744336,457.8554051214038,41664.84186604775
P0185,Painkiller,325,13,91,1,0.46454839399104797,2,3.25,28.0,1,0,0,0.7,1,-266.8573986695983,427.4029051647493,38893.664369992184
P0186,Generic,52,14,86,0,0.757882431948042,1,3.5,24.571428571428573,0,0,0,0.3,0,365.0,74.91770101228084,6442.9222870561525
P0187,Cough Syrup,100,10,104,0,1.484079821680905,3,2.5,41.6,1,0,0,0.7,1,-28.006095859813005,268.9430553544492,27970.077756862716
P0188,Cough Syrup,23,20,81,1,0.49323285336083356,2,5.0,16.2,0,0,0,0.3,0,365.0,233.1775535985948,18887.381841486178
